"블리자드, 코리아 스타크래프트 리그 결승 15일 개최",http://www.zdnet.co.kr/ArticleView.asp?artice_id=20181203185449
"블리자드, '스타2'와 '워크3' e스포츠 확장..ESL 및 드림핵과 3년 협약",http://game.donga.com/94130/
스타크래프트II 워 체스트: 블리즈컨 2019 오늘 출시,http://game.donga.com/92856/
"스타크래프트 라이벌 임요환·홍진호, 모바일 한게임포커 모델 선정",http://www.sportsseoul.com/news/read/883906
스타크래프트II 월드 챔피언십 시리즈 글로벌 파이널 16강 그룹 스테이지 시작,http://www.gamechosun.co.kr/webzine/article/view.php?no=159723
"스타크래프트 리그, 16강 2주 차 시작",http://www.thegames.co.kr/news/articleView.html?idxno=211560
2020년 스타크래프트 최고강자는?…아프리카TV GSL 결승전,http://www.segye.com/content/html/2020/06/04/20200604506206.html?OutUrl=naver
"스타크래프트II, 테란 자치령의 황제 아크튜러스 멩스크 신규 협동전 사령관으로 참전",http://www.gamechosun.co.kr/webzine/article/view.php?no=160820
알고리즘 봇이 스타크래프트를 한다고?,http://www.digitaltoday.co.kr/news/articleView.html?idxno=202803
새옷 입은 '스타크래프트 리마스터' 이렇게 바뀐다,http://it.chosun.com/news/article.html?no=2832478
'뱅리쌍' 출격! 아프리카TV 스타크래프트 'BJ멸망전' 개최,http://www.inven.co.kr/webzine/news/?news=217873&iskin=esports
스타크래프트와 싸이월드의 비슷한 운명,http://www.choicenews.co.kr/news/articleView.html?idxno=67922
"[달겜스] ""스타 프로게이머 경험…바둑게임 기획에 큰 도움""",https://view.asiae.co.kr/article/2020071009560002589
코리아 스타크래프트 리그 23일 개막...全경기 트위치 생중계,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0800&key=20190522.99099010103
코리아 스타크래프트 리그(KSL) 시즌 3 본선 진출 선수 확정,http://www.gamechosun.co.kr/webzine/article/view.php?no=154411
"블리자드 ""스타크래프트 무료로 즐기세요""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=014&aid=0003805036
30일 부산 광안리서 스타크래프트 리마스터 런칭행사,http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20170703082300017&did=1195m
"블리자드, 코리아 스타크래프트 리그(KSL) 시즌 3 중계진 라인업 공개",http://www.etnews.com/20190228000258
"PC방 점주 ""스타크래프트 리마스터 불공정행위"" 공정위 제소",http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20170814030200017&did=1195m
'스타크래프트 리마스터' 전설 재현할까,http://www.nocutnews.co.kr/news/4756685
"인간 바둑 넘은 AI, 스타크래프트는 졌다",http://www.nocutnews.co.kr/news/4869429
"[그때 그 뉴스] “SCV good to go, sir!” 한국문화를 바꾼 스타크래프트 20주년",http://news.kbs.co.kr/news/view.do?ncd=4067404&ref=A
코리아 스타크래프트 리그(KSL) 시즌3 본선 대진표 공개,http://www.gamechosun.co.kr/webzine/article/view.php?no=154524
[LoL 이야기] 재능 관리의 시대,http://sports.news.naver.com/esports/news/read.nhn?oid=502&aid=0000000398
깜찍한 우주 전쟁을 즐겨라! 스타크래프트 '카봇 애니메이션 스킨',http://www.inven.co.kr/webzine/news/?news=222508&site=sc
"스타크래프트: 리마스터, 정식 출시 전 PC방 플레이 가능",http://www.zdnet.co.kr/ArticleView.asp?artice_id=20170731110728
'SKT vs KT'스타크래프트 프로리그 리매치…'TEN' 통해 선봬,http://leaders.asiae.co.kr/news/articleView.html?idxno=138982
"블리자드, '코리아 스타크래프트 리그' 발표",http://www.bloter.net/archives/312538
"TEN 스타크래프트 종족 최강전, 대진표 공개",http://www.dailyesports.com/view.php?ud=2020052308524287983cf949c6b9_27
[게임브리핑] 네시삼십삼분 '볼링스타 스트라이크' 3개국 우선 출시 (4월 20일),http://it.chosun.com/site/data/html_dir/2020/04/20/2020042003705.html
[크랩] ‘스타’가 불법이던 시절…PC방이 이랬다고?,http://news.kbs.co.kr/news/view.do?ncd=4450368&ref=A
국회 문화콘텐츠포럼 항해 시작…임요환과 국회의원 ‘스타’ 한 판 눈길,http://www.nspna.com/news/?mode=view&newsid=439938
스타크래프트 제쳤던 카트라이더…모바일로 돌아왔다,http://news.mt.co.kr/mtview.php?no=2020051215230334987
'스타크래프트' 카툰 버전 해보셨나요?,http://www.etnews.com/20190722000012
"신개념 e스포츠 대회 'T.E.N', '택.갓.퀸'의 '스타크래프트' 종족 최강전 26일 진행",http://gamefocus.co.kr/detail.php?number=105441
"[꿀딴지곰 겜덕연구소] 게임 리마스터의 세계, ‘스타크래프트’와 ‘리니지’",http://game.donga.com/95075/
